preferredName_A	preferredName_B	score
MET	HGF	0.999
MET	CBL	0.999
MET	GRB2	0.999
MET	PLXNB1	0.996
MET	EGFR	0.996
MET	CD44	0.995
MET	SRC	0.993
MET	SHC1	0.992
MET	GAB1	0.99
MET	ERBB3	0.987
MET	DCN	0.986
MET	CTNNB1	0.985
MET	STAT3	0.981
MET	KRAS	0.979
MET	CTNND1	0.977
MET	LRIG1	0.976
MET	NRAS	0.966
MET	PLCG1	0.964
MET	HRAS	0.961
MET	PIK3CA	0.961
MET	CDH1	0.959
MET	PLXNB2	0.957
MET	PLXNB3	0.956
MET	PTPN1	0.954
MET	EGF	0.945
MET	PTPRJ	0.936
MET	PTK2	0.935
MET	S100A8	0.927
MET	PTPN11	0.927
MET	SHC2	0.925
MET	PIK3CB	0.925
MET	PIK3CD	0.922
MET	SHC3	0.922
MET	IL32	0.921
MET	LOC102723407	0.92
MET	SHC4	0.92
MET	JAK2	0.92
MET	SH3KBP1	0.919
MET	JAK1	0.917
MET	PLCG2	0.916
MET	CRK	0.91
MET	IGF1	0.908
MET	IGKV1-33	0.906
MET	IGKV1D-33	0.906
MET	FGF2	0.905
MET	SEMA4D	0.903
MET	FGF7	0.902
MET	CXCL12	0.902
