preferredName_A	preferredName_B	score
CAPZB	CAPZA2	0.999
CAPZB	CAPZA1	0.999
CAPZB	DCTN2	0.992
CAPZB	DCTN4	0.992
CAPZB	CAPZA3	0.99
CAPZB	ACTR1A	0.99
CAPZB	DCTN1	0.988
CAPZB	TWF1	0.984
CAPZB	DCTN6	0.98
CAPZB	WASHC5	0.979
CAPZB	ACTB	0.976
CAPZB	ACTR10	0.975
CAPZB	WASHC2C	0.972
CAPZB	DCTN5	0.966
CAPZB	DYNC1LI2	0.965
CAPZB	WASHC4	0.964
CAPZB	DYNC1H1	0.964
CAPZB	DCTN3	0.95
CAPZB	WASHC1	0.949
CAPZB	MTPN	0.945
CAPZB	WASHC3	0.943
CAPZB	ACTA1	0.942
CAPZB	WDR1	0.941
CAPZB	WASHC2A	0.937
CAPZB	CARMIL1	0.937
CAPZB	BICDL1	0.935
CAPZB	DYNC1I2	0.913
CAPZB	ACTR1B	0.903
CAPZB	DYNLRB1	0.902
