preferredName_A	preferredName_B	score
ALDH1A1	RDH12	0.969
ALDH1A1	RDH10	0.969
ALDH1A1	CYP26A1	0.968
ALDH1A1	CYP26B1	0.964
ALDH1A1	DHRS4	0.963
ALDH1A1	ADH1A	0.959
ALDH1A1	CYP26C1	0.953
ALDH1A1	AOX1	0.951
ALDH1A1	RDH11	0.951
ALDH1A1	DHRS3	0.951
ALDH1A1	ADH1B	0.949
ALDH1A1	ADH4	0.949
ALDH1A1	BCO1	0.946
ALDH1A1	RDH5	0.945
ALDH1A1	DHRS9	0.942
ALDH1A1	SDR16C5	0.941
ALDH1A1	CYP1A1	0.939
ALDH1A1	CYP3A4	0.937
ALDH1A1	RDH8	0.937
ALDH1A1	CYP2B6	0.933
ALDH1A1	CYP3A5	0.933
ALDH1A1	CYP1A2	0.931
ALDH1A1	ADH7	0.929
ALDH1A1	CYP2C9	0.928
ALDH1A1	RDH16	0.927
ALDH1A1	CYP2A6	0.924
ALDH1A1	CYP2C8	0.924
ALDH1A1	CYP3A7	0.923
ALDH1A1	CYP2S1	0.922
ALDH1A1	ADH1C	0.921
ALDH1A1	CYP4A11	0.919
ALDH1A1	CYP2C18	0.919
ALDH1A1	CYP4A22	0.918
ALDH1A1	ADH6	0.918
ALDH1A1	ENSP00000480571	0.916
ALDH1A1	ALDH1A2	0.915
ALDH1A1	HSD17B6	0.912
ALDH1A1	ALDH1A3	0.903
ALDH1A1	ADH5	0.902
