Biomarker_1,Biomarker_2,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
TIMP-2_MMP9,KPYM_PERM,0.95833,1.0,0.25,1.0,0.85714,0.06061
AGRIN_KPYM,KPYM_TIMP-2,0.9125,0,0,0,0,0.5
MMP9_TIMP-2,KPYM_TIMP-2,0.90278,1.0,0.25,1.0,0.85714,0.73737
PERM_MMP9,KPYM_TIMP-2,0.90278,1.0,0.25,1.0,0.85714,0.20202
TIMP-2_MMP9,KPYM_MMP9,0.90278,1.0,0.25,1.0,0.85714,0.0101
MMP9_PERM,AGRIN_TIMP-2,0.89474,1.0,0.25,1.0,0.86364,0.73737
TIMP-2_MMP9,AGRIN_PERM,0.89474,1.0,0.25,1.0,0.86364,0.06061
TIMP-2_MMP9,KPYM_TIMP-2,0.88889,1.0,0.25,1.0,0.85714,0.05051
MMP9_TIMP-2,AGRIN_TIMP-2,0.88158,1.0,0.25,1.0,0.86364,0.73737
PERM_MMP9,AGRIN_TIMP-2,0.88158,1.0,0.25,1.0,0.86364,0.0404
TIMP-2_MMP9,AGRIN_TIMP-2,0.88158,1.0,0.25,1.0,0.86364,0.08081
AGRIN_TIMP-2,,0.88095,0,0,0,0,0.5
TIMP-2_PERM,AGRIN_PERM,0.88095,1.0,0.25,1.0,0.875,0.0202
TIMP-2_AGRIN,AGRIN_TIMP-2,0.88095,0,0,0,0,0.5
PERM_KPYM,AGRIN_TIMP-2,0.875,0,0,0,0,0.5
AGRIN_TIMP-2,KPYM_TIMP-2,0.875,0,0,0,0,0.5
AGRIN_TIMP-2,KPYM_AGRIN,0.875,0,0,0,0,0.5
MMP9_AGRIN,AGRIN_TIMP-2,0.86842,0,0,0,0,0.5
TIMP-2_KPYM,AGRIN_TIMP-2,0.8625,0,0,0,0,0.5
MMP9_PERM,KPYM_TIMP-2,0.86111,0,0,0,0,0.5
MMP9_AGRIN,KPYM_TIMP-2,0.86111,0,0,0,0,0.5
MMP9_KPYM,KPYM_TIMP-2,0.86111,0,0,0,0,0.5
PERM_TIMP-2,AGRIN_TIMP-2,0.85714,1.0,0.25,1.0,0.875,0.58586
PERM_AGRIN,AGRIN_TIMP-2,0.85714,1.0,0.25,1.0,0.875,0.47475
TIMP-2_MMP9,AGRIN_MMP9,0.85526,1.0,0.25,1.0,0.86364,0.0101
AGRIN_TIMP-2,KPYM_PERM,0.85,0,0,0,0,0.5
MMP9_KPYM,AGRIN_TIMP-2,0.84722,0,0,0,0,0.5
MMP9_TIMP-2,PERM_KPYM,0.83333,1.0,0.25,1.0,0.85714,0.26263
TIMP-2_PERM,AGRIN_TIMP-2,0.83333,1.0,0.25,1.0,0.875,0.26263
TIMP-2_PERM,KPYM_PERM,0.825,0,0,0,0,0.5
MMP9_TIMP-2,KPYM_PERM,0.81944,1.0,0.25,1.0,0.85714,0.73737
PERM_AGRIN,KPYM_TIMP-2,0.8125,0,0,0,0,0.5
TIMP-2_AGRIN,KPYM_TIMP-2,0.8125,0,0,0,0,0.5
TIMP-2_KPYM,KPYM_TIMP-2,0.8125,0,0,0,0,0.5
TIMP-2_PERM,KPYM_TIMP-2,0.8,1.0,0.25,1.0,0.86957,0.40404
TIMP-2_PERM,KPYM_MMP9,0.79167,1.0,0.25,1.0,0.85714,0.13131
MMP9_TIMP-2,PERM_AGRIN,0.78947,1.0,0.25,1.0,0.86364,0.06061
KPYM_TIMP-2,,0.7875,0,0,0,0,0.5
MMP9_TIMP-2,TIMP-2_KPYM,0.77778,1.0,0.25,1.0,0.85714,0.31313
AGRIN_TIMP-2,KPYM_MMP9,0.77778,1.0,0.25,1.0,0.85714,0.53535
PERM_KPYM,KPYM_TIMP-2,0.775,0,0,0,0,0.5
AGRIN_PERM,KPYM_TIMP-2,0.775,0,0,0,0,0.5
AGRIN_MMP9,KPYM_TIMP-2,0.76389,1.0,0.25,1.0,0.85714,0.43434
MMP9_PERM,PERM_TIMP-2,0.76316,1.0,0.5,1.0,0.90476,0.74747
MMP9_PERM,TIMP-2_MMP9,0.76316,1.0,0.25,1.0,0.86364,0.10101
TIMP-2_PERM,AGRIN_MMP9,0.76316,1.0,0.25,1.0,0.86364,0.16162
PERM_TIMP-2,KPYM_TIMP-2,0.7625,0,0,0,0,0.5
MMP9_PERM,TIMP-2_PERM,0.75,1.0,0.25,1.0,0.86364,0.12121
MMP9_PERM,TIMP-2_AGRIN,0.75,1.0,0.25,1.0,0.86364,0.21212
MMP9_TIMP-2,PERM_MMP9,0.75,1.0,0.25,1.0,0.86364,0.28283
MMP9_TIMP-2,PERM_TIMP-2,0.75,1.0,0.25,1.0,0.86364,0.37374
MMP9_TIMP-2,AGRIN_PERM,0.75,1.0,0.25,1.0,0.86364,0.71717
TIMP-2_KPYM,AGRIN_KPYM,0.75,0,0,0,0,0.5
MMP9_TIMP-2,AGRIN_MMP9,0.73684,1.0,0.25,1.0,0.86364,0.64646
MMP9_TIMP-2,TIMP-2_AGRIN,0.72368,1.0,0.25,1.0,0.86364,0.25253
MMP9_TIMP-2,KPYM_MMP9,0.72222,1.0,0.25,1.0,0.85714,0.66667
AGRIN_PERM,KPYM_AGRIN,0.70909,0,0,0,0,0.5
MMP9_PERM,TIMP-2_KPYM,0.70833,0,0,0,0,0.5
MMP9_TIMP-2,KPYM_AGRIN,0.70833,1.0,0.25,1.0,0.85714,0.59596
MMP9_KPYM,TIMP-2_KPYM,0.70833,1.0,0.25,1.0,0.85714,0.36364
