preferredName_A	preferredName_B	score
MAOB	COMT	0.996
MAOB	LRTOMT	0.99
MAOB	DDC	0.987
MAOB	DBH	0.984
MAOB	AOC2	0.979
MAOB	ALDH2	0.975
MAOB	AOC3	0.974
MAOB	AOC1	0.971
MAOB	PRKN	0.97
MAOB	AOX1	0.969
MAOB	MAOA	0.965
MAOB	CYP2D6	0.961
MAOB	ALDH3A2	0.959
MAOB	PNMT	0.958
MAOB	CYP3A4	0.953
MAOB	ALDH3A1	0.952
MAOB	INMT	0.95
MAOB	IL4I1	0.95
MAOB	ALDH3B1	0.948
MAOB	HNMT	0.947
MAOB	ALDH7A1	0.945
MAOB	CYP2C19	0.944
MAOB	ALDH1B1	0.941
MAOB	ALDH9A1	0.94
MAOB	AANAT	0.937
MAOB	IDO1	0.936
MAOB	ALDH3B2	0.936
MAOB	ADH1B	0.934
MAOB	IDO2	0.933
MAOB	ADH1C	0.931
MAOB	ADH1A	0.928
MAOB	ADH5	0.923
MAOB	ADH6	0.923
MAOB	SAT1	0.92
MAOB	ADH4	0.919
MAOB	ADH7	0.918
MAOB	ACHE	0.91
MAOB	SAT2	0.904
