preferredName_A	preferredName_B	score
NOTCH1	DLL1	0.999
NOTCH1	JAG2	0.999
NOTCH1	MAML1	0.999
NOTCH1	DLL4	0.999
NOTCH1	MAML2	0.999
NOTCH1	MAML3	0.999
NOTCH1	RBPJ	0.999
NOTCH1	JAG1	0.999
NOTCH1	DLL3	0.998
NOTCH1	PSEN1	0.998
NOTCH1	FBXW7	0.995
NOTCH1	HIF1A	0.993
NOTCH1	NUMB	0.992
NOTCH1	NUMBL	0.989
NOTCH1	NCSTN	0.986
NOTCH1	DTX1	0.984
NOTCH1	APH1A	0.979
NOTCH1	CTNNB1	0.976
NOTCH1	NRARP	0.975
NOTCH1	LFNG	0.973
NOTCH1	POSTN	0.969
NOTCH1	PSENEN	0.966
NOTCH1	HEY1	0.965
NOTCH1	SRRT	0.962
NOTCH1	HIF1AN	0.96
NOTCH1	SMAD3	0.958
NOTCH1	SNW1	0.957
NOTCH1	ADAM17	0.953
NOTCH1	MFNG	0.945
NOTCH1	HEY2	0.945
NOTCH1	RBPJL	0.942
NOTCH1	EP300	0.94
NOTCH1	RFNG	0.936
NOTCH1	DVL1	0.935
NOTCH1	HES5	0.934
NOTCH1	NFKB1	0.932
NOTCH1	NOTCH2	0.932
NOTCH1	DVL2	0.931
NOTCH1	DVL3	0.926
NOTCH1	ADAM10	0.924
NOTCH1	NBEA	0.909
NOTCH1	CCND1	0.902
