Biomarker_1,Biomarker_2,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
TIMP-2_KPYM,KPYM_TIMP-2,0.89565,0.95652,0.2,0.5,0.84615,0.79798
TIMP-2_PERM,AGRIN_TIMP-2,0.85,1.0,0.2,1.0,0.85714,0.14141
MMP9_KPYM,AGRIN_TIMP-2,0.84762,0,0,0,0,0.5
TIMP-2_MMP9,AGRIN_MMP9,0.84545,1.0,0.2,1.0,0.84615,0.0101
TIMP-2_KPYM,AGRIN_TIMP-2,0.84348,0,0,0,0,0.5
AGRIN_KPYM,KPYM_TIMP-2,0.84348,0,0,0,0,0.5
MMP9_AGRIN,AGRIN_TIMP-2,0.83636,0,0,0,0,0.5
AGRIN_TIMP-2,,0.83333,0,0,0,0,0.5
PERM_AGRIN,AGRIN_TIMP-2,0.83333,0,0,0,0,0.5
TIMP-2_AGRIN,AGRIN_TIMP-2,0.83333,0,0,0,0,0.5
MMP9_TIMP-2,AGRIN_TIMP-2,0.82727,1.0,0.2,1.0,0.84615,0.70707
TIMP-2_MMP9,AGRIN_TIMP-2,0.82727,1.0,0.2,1.0,0.84615,0.0202
PERM_TIMP-2,AGRIN_TIMP-2,0.825,0,0,0,0,0.5
MMP9_PERM,AGRIN_TIMP-2,0.80909,0.95455,0.2,0.5,0.84,0.60606
AGRIN_TIMP-2,KPYM_TIMP-2,0.8087,0.95652,0.2,0.5,0.84615,0.71717
PERM_KPYM,AGRIN_TIMP-2,0.8,0,0,0,0,0.5
TIMP-2_PERM,AGRIN_MMP9,0.8,1.0,0.2,1.0,0.84615,0.0101
AGRIN_TIMP-2,KPYM_PERM,0.7913,1.0,0.2,1.0,0.85185,0.40404
MMP9_KPYM,KPYM_TIMP-2,0.79048,0.95238,0.2,0.5,0.83333,0.73737
AGRIN_TIMP-2,KPYM_AGRIN,0.78261,0.95652,0.2,0.5,0.84615,0.66667
TIMP-2_MMP9,KPYM_TIMP-2,0.78095,1.0,0.2,1.0,0.84,0.0303
PERM_MMP9,AGRIN_TIMP-2,0.77273,1.0,0.2,1.0,0.84615,0.44444
TIMP-2_PERM,AGRIN_PERM,0.75833,1.0,0.2,1.0,0.85714,0.0101
MMP9_TIMP-2,KPYM_TIMP-2,0.75238,1.0,0.2,1.0,0.84,0.63636
TIMP-2_MMP9,KPYM_MMP9,0.75238,1.0,0.2,1.0,0.84,0.07071
AGRIN_TIMP-2,KPYM_MMP9,0.75238,1.0,0.2,1.0,0.84,0.39394
MMP9_AGRIN,KPYM_TIMP-2,0.74286,0,0,0,0,0.5
TIMP-2_MMP9,KPYM_PERM,0.74286,0.95238,0.2,0.5,0.83333,0.28283
TIMP-2_MMP9,AGRIN_PERM,0.73636,1.0,0.2,1.0,0.84615,0.25253
PERM_TIMP-2,TIMP-2_AGRIN,0.73333,1.0,0.2,1.0,0.85714,0.33333
PERM_MMP9,KPYM_TIMP-2,0.71429,0,0,0,0,0.5
TIMP-2_PERM,KPYM_MMP9,0.70476,1.0,0.2,1.0,0.84,0.05051
TIMP-2_PERM,KPYM_TIMP-2,0.70435,1.0,0.2,1.0,0.85185,0.31313
MMP9_AGRIN,PERM_TIMP-2,0.7,1.0,0.2,1.0,0.84615,0.56566
PERM_TIMP-2,AGRIN_PERM,0.7,1.0,0.2,1.0,0.85714,0.74747
