preferredName_A	preferredName_B	score
CXCL12	CXCL11	0.999
CXCL12	ACKR3	0.999
CXCL12	CXCL6	0.999
CXCL12	CXCL10	0.999
CXCL12	CXCL9	0.999
CXCL12	CXCL2	0.999
CXCL12	CXCR4	0.999
CXCL12	PF4	0.999
CXCL12	CCL20	0.999
CXCL12	PPBP	0.999
CXCL12	CCL21	0.999
CXCL12	CCL5	0.999
CXCL12	CCR7	0.999
CXCL12	CXCR2	0.998
CXCL12	CXCR5	0.998
CXCL12	CXCL14	0.998
CXCL12	CCR2	0.998
CXCL12	CXCR3	0.998
CXCL12	CCR5	0.998
CXCL12	CCL11	0.998
CXCL12	CCL25	0.998
CXCL12	CCL13	0.998
CXCL12	XCL1	0.997
CXCL12	PF4V1	0.997
CXCL12	CCL28	0.997
CXCL12	CXCL17	0.996
CXCL12	CCL26	0.996
CXCL12	XCL2	0.995
CXCL12	CXCR1	0.992
CXCL12	CX3CR1	0.99
CXCL12	HMGB1	0.984
CXCL12	CXCR6	0.978
CXCL12	KIT	0.974
CXCL12	CCL19	0.966
CXCL12	CXCL13	0.964
CXCL12	CD44	0.961
CXCL12	CCR6	0.957
CXCL12	CXCL8	0.951
CXCL12	CCL4	0.948
CXCL12	CXCL1	0.947
CXCL12	CCR1	0.946
CXCL12	CCR10	0.941
CXCL12	CCR3	0.931
CXCL12	CCR9	0.916
CXCL12	CXCL5	0.905
CXCL12	MET	0.902
