preferredName_A	preferredName_B	score
ACTG1	ACTB	0.999
ACTG1	CFL1	0.998
ACTG1	CFL2	0.996
ACTG1	PFN1	0.992
ACTG1	MYH14	0.992
ACTG1	PFN4	0.991
ACTG1	VCL	0.99
ACTG1	PFN3	0.987
ACTG1	WASL	0.978
ACTG1	MYH9	0.978
ACTG1	TMSB4X	0.977
ACTG1	TLN1	0.976
ACTG1	ARPC5L	0.975
ACTG1	VASP	0.974
ACTG1	ACTN1	0.972
ACTG1	ACTN4	0.97
ACTG1	DMD	0.966
ACTG1	ARPC2	0.966
ACTG1	ARPC3	0.964
ACTG1	EZR	0.962
ACTG1	ARPC1B	0.962
ACTG1	TLN2	0.961
ACTG1	MYH10	0.959
ACTG1	MSN	0.959
ACTG1	HCLS1	0.958
ACTG1	CDC42	0.957
ACTG1	MYL6	0.956
ACTG1	ITGB1	0.955
ACTG1	ARPC5	0.953
ACTG1	WASF2	0.953
ACTG1	CTNNA1	0.953
ACTG1	WAS	0.949
ACTG1	ACTR2	0.949
ACTG1	CCT7	0.947
ACTG1	RHOA	0.944
ACTG1	IQGAP1	0.943
ACTG1	TCP1	0.943
ACTG1	MYH11	0.942
ACTG1	MYL12B	0.942
ACTG1	MYL9	0.94
ACTG1	ARPC1A	0.94
ACTG1	CCT3	0.94
ACTG1	ARPC4	0.939
ACTG1	ACTL6A	0.939
ACTG1	CCT8	0.939
ACTG1	MYL12A	0.937
ACTG1	DIAPH1	0.936
ACTG1	ACTR3	0.936
ACTG1	MYLPF	0.936
ACTG1	CCT6A	0.934
