preferredName_A	preferredName_B	score
PARP1	CASP3	0.999
PARP1	XRCC1	0.999
PARP1	XRCC6	0.998
PARP1	POLB	0.996
PARP1	SMARCA4	0.996
PARP1	XRCC5	0.996
PARP1	CASP7	0.995
PARP1	PRKDC	0.993
PARP1	PARG	0.992
PARP1	CASP9	0.991
PARP1	TIMELESS	0.99
PARP1	LIG3	0.99
PARP1	BRCA2	0.985
PARP1	MACROH2A1	0.981
PARP1	HPF1	0.979
PARP1	CHD1L	0.977
PARP1	BRCA1	0.974
PARP1	TP53	0.972
PARP1	NPM1	0.97
PARP1	APEX1	0.967
PARP1	PARP2	0.965
PARP1	H2AX	0.964
PARP1	GZMB	0.955
PARP1	DNMT1	0.952
PARP1	FEN1	0.941
PARP1	RNF146	0.939
PARP1	TOP1	0.936
PARP1	XPC	0.928
PARP1	CTCF	0.924
PARP1	RPA2	0.922
PARP1	H4C6	0.919
PARP1	APLF	0.919
PARP1	APTX	0.917
PARP1	BCL2	0.917
PARP1	WRN	0.915
PARP1	PIAS4	0.911
PARP1	TDP1	0.909
