preferredName_A	preferredName_B	score
AKT1	MTOR	0.999
AKT1	PHLPP1	0.999
AKT1	CDC42	0.999
AKT1	MDM2	0.999
AKT1	PDPK1	0.999
AKT1	HSP90AB1	0.999
AKT1	HSP90AA1	0.999
AKT1	FOXO1	0.999
AKT1	ILK	0.998
AKT1	FOXO3	0.998
AKT1	TRIB3	0.998
AKT1	PIK3CA	0.998
AKT1	ARRB2	0.997
AKT1	NOS3	0.997
AKT1	RPTOR	0.996
AKT1	CDKN1B	0.996
AKT1	CHUK	0.996
AKT1	GSK3B	0.996
AKT1	SMAD3	0.996
AKT1	TCL1A	0.995
AKT1	AKT1S1	0.995
AKT1	PIK3R1	0.995
AKT1	CDKN1A	0.995
AKT1	SRC	0.995
AKT1	CDC37	0.995
AKT1	PAK1	0.994
AKT1	CYBB	0.994
AKT1	PIK3CG	0.994
AKT1	NCF2	0.994
AKT1	TP53	0.994
AKT1	BAD	0.993
AKT1	NCF1	0.993
AKT1	BCL2	0.993
AKT1	BRCA1	0.993
AKT1	GSK3A	0.993
AKT1	APPL1	0.993
AKT1	NCF4	0.993
AKT1	RICTOR	0.992
AKT1	FOXO4	0.992
AKT1	CYBA	0.992
AKT1	RAF1	0.992
AKT1	PIK3CB	0.992
AKT1	AKT2	0.991
AKT1	HSPB1	0.991
AKT1	PI3	0.991
AKT1	JUN	0.991
AKT1	BCL2L1	0.991
AKT1	THEM4	0.991
AKT1	ARRB1	0.99
AKT1	TSC2	0.99
