preferredName_A	preferredName_B	score
CASP3	CASP8	0.999
CASP3	XIAP	0.999
CASP3	PARP1	0.999
CASP3	CASP9	0.999
CASP3	APAF1	0.999
CASP3	BIRC2	0.997
CASP3	CYCS	0.997
CASP3	BIRC3	0.997
CASP3	CDKN1A	0.996
CASP3	DFFA	0.992
CASP3	BIRC7	0.992
CASP3	ACTB	0.989
CASP3	BCL2	0.987
CASP3	GZMB	0.986
CASP3	MAPK3	0.985
CASP3	MAPT	0.98
CASP3	DFFB	0.978
CASP3	SPTAN1	0.972
CASP3	CASP10	0.969
CASP3	MDM2	0.966
CASP3	CTNNB1	0.965
CASP3	MAPK1	0.961
CASP3	ROCK1	0.959
CASP3	CDH1	0.956
CASP3	TP53	0.956
CASP3	CASP6	0.955
CASP3	PAK2	0.954
CASP3	FADD	0.951
CASP3	BCL2L1	0.95
CASP3	CASP7	0.95
CASP3	STK4	0.95
CASP3	PRKCA	0.948
CASP3	STK3	0.946
CASP3	AKT1	0.945
CASP3	MAPK8	0.943
CASP3	TNF	0.939
CASP3	MAP3K1	0.934
CASP3	DCC	0.932
CASP3	PRKCB	0.931
CASP3	DIABLO-2	0.929
CASP3	PRKCD	0.927
CASP3	PARP2	0.927
CASP3	BECN1	0.925
CASP3	APPL1	0.923
CASP3	PAK1	0.922
CASP3	ACTG1	0.922
CASP3	PRKCG	0.921
CASP3	ANXA5	0.921
CASP3	PARP3	0.92
CASP3	PXDNL	0.918
