preferredName_A	preferredName_B	score
BCL2	BIK	0.999
BCL2	BECN1	0.999
BCL2	BNIP3	0.999
BCL2	BCL2L1	0.999
BCL2	NLRP1	0.999
BCL2	BECN2	0.999
BCL2	TP53	0.999
BCL2	PMAIP1	0.999
BCL2	NR4A1	0.999
BCL2	BCL2L11	0.999
BCL2	BAK1	0.999
BCL2	BAD	0.999
BCL2	BBC3	0.999
BCL2	BAX	0.999
BCL2	SOD1	0.998
BCL2	BID	0.998
BCL2	VDAC1	0.998
BCL2	BMF	0.998
BCL2	CYCS	0.997
BCL2	HRK	0.997
BCL2	FKBP8	0.996
BCL2	BAG1	0.996
BCL2	ITPR1	0.996
BCL2	BNIP3L	0.995
BCL2	ITPR3	0.993
BCL2	AKT1	0.993
BCL2	APAF1	0.993
BCL2	RTL10	0.991
BCL2	TP53BP2	0.99
BCL2	ATG12	0.989
BCL2	HSPB3	0.988
BCL2	CASP3	0.987
BCL2	BAG3	0.986
BCL2	MAPK3	0.985
BCL2	CASP8	0.984
BCL2	BNIP2	0.982
BCL2	MAPK8	0.979
BCL2	PIK3C3	0.976
BCL2	UVRAG	0.974
BCL2	DDIT3	0.972
BCL2	MAPK1	0.969
BCL2	PPP2R5A	0.964
BCL2	PPP2CA	0.962
BCL2	PPIF	0.961
BCL2	STAT3	0.959
BCL2	CCND1	0.958
BCL2	MAPK9	0.957
BCL2	MYC	0.955
BCL2	AMBRA1	0.954
BCL2	MDM2	0.953
