preferredName_A	preferredName_B	score
TNFRSF1A	LTA	0.999
TNFRSF1A	BIRC2	0.999
TNFRSF1A	TRAF5	0.999
TNFRSF1A	CYLD	0.999
TNFRSF1A	TRADD	0.999
TNFRSF1A	IKBKB	0.999
TNFRSF1A	TNF	0.999
TNFRSF1A	CHUK	0.999
TNFRSF1A	RIPK1	0.999
TNFRSF1A	TRAF2	0.999
TNFRSF1A	BIRC3	0.999
TNFRSF1A	TNFRSF1B	0.999
TNFRSF1A	IKBKG	0.999
TNFRSF1A	FAS	0.999
TNFRSF1A	MAP3K7	0.999
TNFRSF1A	FADD	0.999
TNFRSF1A	CASP8	0.998
TNFRSF1A	TAB2	0.998
TNFRSF1A	FASLG	0.998
TNFRSF1A	SHARPIN	0.998
TNFRSF1A	RBCK1	0.998
TNFRSF1A	TBK1	0.998
TNFRSF1A	TNFAIP3	0.998
TNFRSF1A	IKBKE	0.998
TNFRSF1A	RNF31	0.998
TNFRSF1A	IL6	0.997
TNFRSF1A	IL1B	0.997
TNFRSF1A	SPATA2	0.997
TNFRSF1A	TANK	0.997
TNFRSF1A	HTRA2	0.996
TNFRSF1A	TRAF6	0.996
TNFRSF1A	TRAF1	0.995
TNFRSF1A	TNIP1	0.995
TNFRSF1A	BAG4	0.995
TNFRSF1A	TNIP2	0.995
TNFRSF1A	NSMAF	0.994
TNFRSF1A	TNFSF10	0.993
TNFRSF1A	RFK	0.978
TNFRSF1A	TRAF3	0.977
TNFRSF1A	IL10	0.968
TNFRSF1A	TLR4	0.949
TNFRSF1A	DAXX	0.944
TNFRSF1A	SRC	0.934
TNFRSF1A	IL1A	0.934
TNFRSF1A	RIPK3	0.927
TNFRSF1A	IL1R1	0.921
TNFRSF1A	CD40	0.919
TNFRSF1A	IFNG	0.919
TNFRSF1A	NOX1	0.919
TNFRSF1A	TNFRSF10A	0.918
